PONumber,PODate,VendorAcct,VendorName,ExpReceiveDate,DateReceived,SpecialInstructions1,SpecialInstructions2,MiscChgDesc,MiscChgAmt,SpecialInstructions3,WHCode,WHDescription,ApprovedBy,ConfirmationNum,NumOrderLines,PurchTotal,TaxableAmt,SalesTaxAmt,FreightAmt,PpdDeposit,TotalDue,CODAmount,TotalShipCubes,TaxAreaCode,TotalShipWgt,TaxAreaDescription,TaxRate,POPendingFlag,StatusCode,Status,POIssuedFlag,IssuedByUser,PODateIssued,POIssueMethod,POPrintedFlag,POReceivedFlag,ReceivedByUser,TransType,TransSource,FiscalYear,PostPeriod,PostPass,PostedFlag,IsBackorderFlag,POInvoicedFlag,InvcNum,POVendorName,POAddress1,POAddress2,POCity,POState,POZip,POCountry,POContactName,POTelephone,POFax,Terms,CODFlag,TaxFlag,Carrier,FrtPpdCol,MinPOAmt,MinPOWgt,MinPOCubes,ShipVendorName,ShipAddress1,ShipAddress2,ShipCity,ShipState,ShipZip,ShipAttention,ShipTelephone,EnteredTimeStamp,EnteredByUser,LastModifyTimeStamp,LastModifiedByUser
215275,9/24/2024,BOXPAC,"BOX ACQUISITIONS, LLC",,10/2/2024,,,,,0,*MAIN,Main Warehouse,,,6,917.82,0,0,0,0,917.82,0,0,0,,(UnAssigned),0,Y,R,Received,Y,NATE,9/24/2024,Call,N,Y,NATE,PO,PO,2024,10,2,Y,N,Y,INV017625144,"BOX PACKAGING, INC.",2650 GALVIN DR,,ELGIN,IL,60124,,,847-783-9000,,130,N,N,Best Way,P,0,0,0,"Florida Sales Unlimited, Inc.",545 E. 4th Street,,Jacksonville,FL,32206,,904-355-2033,9/24/2024 8:53:47 AM,NATE,10/2/2024 1:12:44 PM,NATE
215292,10/2/2024,BOXPAC,"BOX ACQUISITIONS, LLC",,10/2/2024,,,,,0,*MAIN,Main Warehouse,,,7,1421.73,0,0,0,0,1421.73,0,0,0,,(UnAssigned),0,Y,R,Received,Y,NATE,10/2/2024,Call,N,Y,NATE,PO,PO,2024,10,2,Y,N,Y,INV017635591,"BOX PACKAGING, INC.",2650 GALVIN DR,,ELGIN,IL,60124,,,847-783-9000,,130,N,N,Best Way,P,0,0,0,"Florida Sales Unlimited, Inc.",545 E. 4th Street,,Jacksonville,FL,32206,,904-355-2033,10/2/2024 1:11:14 PM,NATE,10/2/2024 1:11:14 PM,NATE
215215,8/8/2024,AMSAN100,THE HOME DEPOT PRO INSTITUTIONAL,,9/30/2024,,,,,0,*MAIN,Main Warehouse,,,3,1030.15,0,0,0,0,1030.15,0,0,0,,(UnAssigned),0,Y,R,Received,Y,NATE,8/8/2024,EMail,N,Y,NATE,PO,PO,2024,9,2,Y,N,Y,819468570,THE HOME DEPOT PRO INSTITUTIONAL,4601 BULLS BAY HWY,,JACKSONVILLE,FL,32219,,BRIAN SEYMOUR,904-421-1400,,N30,N,N,Best Way,P,0,0,0,"Florida Sales Unlimited, Inc.",545 E. 4th Street,,Jacksonville,FL,32206,,904-355-2033,8/8/2024 2:47:13 PM,NATE,9/30/2024 3:40:47 PM,NATE
215230,8/19/2024,DADEP100,DADE PAPER,,9/30/2024,,,,,0,*MAIN,Main Warehouse,,,6,4568.59,0,0,0,0,4568.59,0,0,0,,(UnAssigned),0,Y,R,Received,Y,NATE,8/19/2024,EMail,N,Y,NATE,PO,PO,2024,9,2,Y,N,Y,35141836,DADE PAPER,4102 BULLS BAY HIGHWAY #7,,JACKSONVILLE,FL,32219,,,904-783-9490 - EXT 112,904-783-4181,N30,N,N,Best Way,P,200,0,0,"Florida Sales Unlimited, Inc.",545 E. 4th Street,,Jacksonville,FL,32206,,904-355-2033,8/19/2024 2:46:14 PM,NATE,8/20/2024 10:59:43 AM,NATE
215274,9/23/2024,WESPLA,WESTERN PLASTICS,,9/30/2024,,,,,0,*MAIN,Main Warehouse,,,2,4789.92,0,0,0,0,4789.92,0,3317.76,0,,(UnAssigned),0,Y,R,Received,Y,NATE,9/23/2024,EMail,N,Y,NATE,PO,PO,2024,9,2,Y,N,Y,32392,WESTERN PLASTICS,P.O. BOX 1636,,CALHOUN,GA,30703,,michelle knapp,1(706)625-5260,706-625-0003,CC,N,N,Best Way,P,0,0,0,"Florida Sales Unlimited, Inc.",545 E. 4th Street,,Jacksonville,FL,32206,,904-355-2033,9/23/2024 1:37:04 PM,NATE,9/23/2024 3:32:46 PM,NATE
215282,9/27/2024,RITSAF,RITZ SAFETY EQUIPMENT,,9/30/2024,,,,,0,*MAIN,Main Warehouse,,,1,274.75,0,0,0,0,274.75,0,0,0,,(UnAssigned),0,Y,R,Received,Y,NATE,9/27/2024,USMail,N,Y,NATE,PO,PO,2024,9,2,Y,N,Y,6411141,RITZ SAFETY EQUIPMENT,,4456 PHILIPS HIGHWAY,JACKSONVILLE,FL,32207,,,904-733-6006,904-733-6640,CC,N,N,THEIR TRUCK,P,0,0,0,"Florida Sales Unlimited, Inc.",545 E. 4th Street,,Jacksonville,FL,32206,,904-355-2033,9/27/2024 12:53:05 PM,NATE,9/27/2024 12:53:05 PM,NATE
215285,9/30/2024,WEBRE100,WEBSTAURANTSTORE.COM,,9/30/2024,,,,,0,*MAIN,Main Warehouse,,,1,278.4,0,0,0,0,278.4,0,0,0,,(UnAssigned),0,Y,R,Received,N,,9/30/2024,,N,Y,JEFF,PO,PO,2024,9,2,Y,N,Y,98641678,WEBSTAURANTSTORE.COM,,,,,,,,717-392-7472,,(UNASSIGNED),N,N,Best Way,P,0,0,0,"Florida Sales Unlimited, Inc.",545 E. 4th Street,,Jacksonville,FL,32206,,904-355-2033,9/30/2024 11:52:36 AM,JEFF,9/30/2024 11:52:36 AM,JEFF
215257-1,9/10/2024,DADEP100,DADE PAPER,,9/27/2024,,,,,0,*MAIN,Main Warehouse,,,1,240.08,0,0,0,0,240.08,0,0,0,,(UnAssigned),0,N,R,Received,N,,9/10/2024,,N,Y,NATE,PO,PO,2024,9,2,Y,Y,Y,35513195,DADE PAPER,4102 BULLS BAY HIGHWAY #7,,JACKSONVILLE,FL,32219,,,904-783-9490 - EXT 112,904-783-4181,N30,N,N,Best Way,P,200,0,0,"Florida Sales Unlimited, Inc.",545 E. 4th Street,,Jacksonville,FL,32206,,904-355-2033,9/16/2024 11:49:09 PM,DBQ,,
215255-2,9/6/2024,AMSAN100,THE HOME DEPOT PRO INSTITUTIONAL,,9/27/2024,,,,,0,*MAIN,Main Warehouse,,,1,43.48,0,0,0,0,43.48,0,0,0,,(UnAssigned),0,N,R,Received,N,,9/6/2024,,N,Y,NATE,PO,PO,2024,9,2,Y,Y,Y,827618638,THE HOME DEPOT PRO INSTITUTIONAL,4601 BULLS BAY HWY,,JACKSONVILLE,FL,32219,,BRIAN SEYMOUR,904-421-1400,,N30,N,N,Best Way,P,0,0,0,"Florida Sales Unlimited, Inc.",545 E. 4th Street,,Jacksonville,FL,32206,,904-355-2033,9/19/2024 11:46:29 PM,DBQ,,
215281,9/25/2024,DADEP100,DADE PAPER,,9/27/2024,,,,,0,*MAIN,Main Warehouse,,,5,1044.84,0,0,0,0,1044.84,0,0,0,,(UnAssigned),0,Y,R,Received,Y,NATE,9/25/2024,EMail,N,Y,NATE,PO,PO,2024,9,2,Y,N,Y,35501638,DADE PAPER,4102 BULLS BAY HIGHWAY #7,,JACKSONVILLE,FL,32219,,,904-783-9490 - EXT 112,904-783-4181,N30,N,N,Best Way,P,200,0,0,"Florida Sales Unlimited, Inc.",545 E. 4th Street,,Jacksonville,FL,32206,,904-355-2033,9/25/2024 2:16:19 PM,NATE,9/25/2024 2:16:19 PM,NATE
215273,9/23/2024,AMSAN100,THE HOME DEPOT PRO INSTITUTIONAL,,9/25/2024,,,,,0,*MAIN,Main Warehouse,,,5,1157.44,0,0,0,0,1157.44,0,0,0,,(UnAssigned),0,Y,R,Received,Y,NATE,9/23/2024,EMail,N,Y,NATE,PO,PO,2024,9,2,Y,N,Y,827169608,THE HOME DEPOT PRO INSTITUTIONAL,4601 BULLS BAY HWY,,JACKSONVILLE,FL,32219,,BRIAN SEYMOUR,904-421-1400,,N30,N,N,Best Way,P,0,0,0,"Florida Sales Unlimited, Inc.",545 E. 4th Street,,Jacksonville,FL,32206,,904-355-2033,9/23/2024 1:36:15 PM,NATE,9/25/2024 9:06:13 AM,NATE
215279,9/24/2024,DADEP100,DADE PAPER,,9/25/2024,,,,,0,*MAIN,Main Warehouse,,,5,977.9,0,0,0,0,977.9,0,0,0,,(UnAssigned),0,Y,R,Received,Y,NATE,9/24/2024,EMail,N,Y,NATE,PO,PO,2024,9,2,Y,N,Y,35487997,DADE PAPER,4102 BULLS BAY HIGHWAY #7,,JACKSONVILLE,FL,32219,,,904-783-9490 - EXT 112,904-783-4181,N30,N,N,Best Way,P,200,0,0,"Florida Sales Unlimited, Inc.",545 E. 4th Street,,Jacksonville,FL,32206,,904-355-2033,9/24/2024 1:50:22 PM,NATE,9/25/2024 3:01:06 PM,NATE
215265-1,9/16/2024,DADEP100,DADE PAPER,,9/24/2024,,,,,0,*MAIN,Main Warehouse,,,1,182.79,0,0,0,0,182.79,0,0,0,,(UnAssigned),0,N,R,Received,N,,9/16/2024,,N,Y,NATE,PO,PO,2024,9,2,Y,Y,Y,35462553,DADE PAPER,4102 BULLS BAY HIGHWAY #7,,JACKSONVILLE,FL,32219,,,904-783-9490 - EXT 112,904-783-4181,N30,N,N,Best Way,P,200,0,0,"Florida Sales Unlimited, Inc.",545 E. 4th Street,,Jacksonville,FL,32206,,904-355-2033,9/17/2024 11:48:49 PM,DBQ,9/24/2024 2:12:49 PM,NATE
215270,9/18/2024,AMSAN100,THE HOME DEPOT PRO INSTITUTIONAL,,9/24/2024,,,,,0,*MAIN,Main Warehouse,,,2,377.72,0,0,0,0,377.72,0,0,0,,(UnAssigned),0,Y,R,Received,Y,NATE,9/18/2024,EMail,N,Y,NATE,PO,PO,2024,9,2,Y,N,Y,826467938,THE HOME DEPOT PRO INSTITUTIONAL,4601 BULLS BAY HWY,,JACKSONVILLE,FL,32219,,BRIAN SEYMOUR,904-421-1400,,N30,N,N,Best Way,P,0,0,0,"Florida Sales Unlimited, Inc.",545 E. 4th Street,,Jacksonville,FL,32206,,904-355-2033,9/18/2024 2:13:30 PM,NATE,9/24/2024 2:12:18 PM,NATE
215271,9/20/2024,DADEP100,DADE PAPER,,9/24/2024,,,,,0,*MAIN,Main Warehouse,,,2,157.4,0,0,0,0,157.4,0,0,0,,(UnAssigned),0,Y,R,Received,Y,JEFF,9/20/2024,EMail,N,Y,NATE,PO,PO,2024,9,2,Y,N,Y,35462554,DADE PAPER,4102 BULLS BAY HIGHWAY #7,,JACKSONVILLE,FL,32219,,,904-783-9490 - EXT 112,904-783-4181,N30,N,N,Best Way,P,200,0,0,"Florida Sales Unlimited, Inc.",545 E. 4th Street,,Jacksonville,FL,32206,,904-355-2033,9/20/2024 9:28:04 AM,JEFF,9/24/2024 2:13:22 PM,NATE
215272,9/23/2024,DADEP100,DADE PAPER,,9/24/2024,,,,,0,*MAIN,Main Warehouse,,,7,976.81,0,0,0,0,976.81,0,132,0,,(UnAssigned),0,Y,R,Received,Y,NATE,9/23/2024,EMail,N,Y,NATE,PO,PO,2024,9,2,Y,N,Y,35477213,DADE PAPER,4102 BULLS BAY HIGHWAY #7,,JACKSONVILLE,FL,32219,,,904-783-9490 - EXT 112,904-783-4181,N30,N,N,Best Way,P,200,0,0,"Florida Sales Unlimited, Inc.",545 E. 4th Street,,Jacksonville,FL,32206,,904-355-2033,9/23/2024 1:32:41 PM,NATE,9/24/2024 2:14:00 PM,NATE
215169,7/8/2024,PALLE100,KAMPS PALLETS,,9/19/2024,,,,,0,*MAIN,Main Warehouse,,,1,137.5,0,0,0,0,137.5,137.5,0,0,,(UnAssigned),0,Y,R,Received,Y,NATE,7/8/2024,USMail,N,Y,NATE,PO,PO,2024,9,2,Y,N,Y,IV1025017,KAMPS PALLETS,7779 HAMMOND BOULEVARD,,JACKSONVILLE,FL,32220,,,904-781-2500,904-781-2502,COD,Y,N,Best Way,P,0,0,0,"Florida Sales Unlimited, Inc.",545 E. 4th Street,,Jacksonville,FL,32206,,904-355-2033,7/8/2024 9:32:38 AM,NATE,7/8/2024 9:41:04 AM,NATE
215255-1,9/6/2024,AMSAN100,THE HOME DEPOT PRO INSTITUTIONAL,,9/19/2024,,,,,0,*MAIN,Main Warehouse,,,1,239.14,0,0,0,0,239.14,0,0,0,,(UnAssigned),0,N,R,Received,N,,9/6/2024,,N,Y,NATE,PO,PO,2024,9,2,Y,Y,Y,826214660,THE HOME DEPOT PRO INSTITUTIONAL,4601 BULLS BAY HWY,,JACKSONVILLE,FL,32219,,BRIAN SEYMOUR,904-421-1400,,N30,N,N,Best Way,P,0,0,0,"Florida Sales Unlimited, Inc.",545 E. 4th Street,,Jacksonville,FL,32206,,904-355-2033,9/9/2024 11:46:18 PM,DBQ,,
215264,9/16/2024,SANEC100,SANECK SAFETY,,9/19/2024,,,,,0,*MAIN,Main Warehouse,,,7,4044.7,0,0,0,0,4044.7,0,0,0,,(UnAssigned),0,Y,R,Received,Y,NATE,9/16/2024,EMail,N,Y,NATE,PO,PO,2024,9,2,Y,N,Y,436388,SANECK SAFETY,5037 Pine Creek Dr.,,Westerville,OH,43081,,,6148900467,,(UNASSIGNED),N,N,Best Way,P,0,0,0,"Florida Sales Unlimited, Inc.",545 E. 4th Street,,Jacksonville,FL,32206,,904-355-2033,9/16/2024 10:59:59 AM,NATE,9/19/2024 2:10:29 PM,NATE
215268,9/17/2024,AMSAN100,THE HOME DEPOT PRO INSTITUTIONAL,,9/19/2024,,,,,0,*MAIN,Main Warehouse,,,2,1096.6,0,0,0,0,1096.6,0,0,0,,(UnAssigned),0,Y,R,Received,Y,NATE,9/17/2024,EMail,N,Y,NATE,PO,PO,2024,9,2,Y,N,Y,826214678,THE HOME DEPOT PRO INSTITUTIONAL,4601 BULLS BAY HWY,,JACKSONVILLE,FL,32219,,BRIAN SEYMOUR,904-421-1400,,N30,N,N,Best Way,P,0,0,0,"Florida Sales Unlimited, Inc.",545 E. 4th Street,,Jacksonville,FL,32206,,904-355-2033,9/17/2024 2:40:26 PM,NATE,9/17/2024 2:40:26 PM,NATE
215269,9/18/2024,DADEP100,DADE PAPER,,9/19/2024,,,,,0,*MAIN,Main Warehouse,,,2,956.02,0,0,0,0,956.02,0,0,0,,(UnAssigned),0,Y,R,Received,Y,NATE,9/18/2024,EMail,N,Y,NATE,PO,PO,2024,9,2,Y,N,Y,35432433,DADE PAPER,4102 BULLS BAY HIGHWAY #7,,JACKSONVILLE,FL,32219,,,904-783-9490 - EXT 112,904-783-4181,N30,N,N,Best Way,P,200,0,0,"Florida Sales Unlimited, Inc.",545 E. 4th Street,,Jacksonville,FL,32206,,904-355-2033,9/18/2024 2:11:46 PM,NATE,9/19/2024 12:08:09 PM,NATE
215266,9/16/2024,AMSAN100,THE HOME DEPOT PRO INSTITUTIONAL,,9/18/2024,,,,,0,*MAIN,Main Warehouse,,,3,1081,0,0,0,0,1081,0,0,0,,(UnAssigned),0,Y,R,Received,Y,NATE,9/16/2024,EMail,N,Y,NATE,PO,PO,2024,9,2,Y,N,Y,825962467,THE HOME DEPOT PRO INSTITUTIONAL,4601 BULLS BAY HWY,,JACKSONVILLE,FL,32219,,BRIAN SEYMOUR,904-421-1400,,N30,N,N,Best Way,P,0,0,0,"Florida Sales Unlimited, Inc.",545 E. 4th Street,,Jacksonville,FL,32206,,904-355-2033,9/16/2024 1:26:38 PM,NATE,9/18/2024 2:41:00 PM,NATE
215267,9/17/2024,DADEP100,DADE PAPER,,9/18/2024,,,,,0,*MAIN,Main Warehouse,,,3,356.25,0,0,0,0,356.25,0,0,0,,(UnAssigned),0,Y,R,Received,Y,NATE,9/17/2024,EMail,N,Y,NATE,PO,PO,2024,9,2,Y,N,Y,35421981,DADE PAPER,4102 BULLS BAY HIGHWAY #7,,JACKSONVILLE,FL,32219,,,904-783-9490 - EXT 112,904-783-4181,N30,N,N,Best Way,P,200,0,0,"Florida Sales Unlimited, Inc.",545 E. 4th Street,,Jacksonville,FL,32206,,904-355-2033,9/17/2024 2:35:40 PM,NATE,9/18/2024 2:41:16 PM,NATE
215260,9/11/2024,AMSAN100,THE HOME DEPOT PRO INSTITUTIONAL,,9/17/2024,,,,,0,*MAIN,Main Warehouse,,,3,1815.64,0,0,0,0,1815.64,0,0,0,,(UnAssigned),0,Y,R,Received,Y,NATE,9/11/2024,EMail,N,Y,NATE,PO,PO,2024,9,2,Y,N,Y,825713597,THE HOME DEPOT PRO INSTITUTIONAL,4601 BULLS BAY HWY,,JACKSONVILLE,FL,32219,,BRIAN SEYMOUR,904-421-1400,,N30,N,N,Best Way,P,0,0,0,"Florida Sales Unlimited, Inc.",545 E. 4th Street,,Jacksonville,FL,32206,,904-355-2033,9/11/2024 2:01:50 PM,NATE,9/17/2024 1:12:17 PM,NATE
215261,9/12/2024,BOXPAC,"BOX ACQUISITIONS, LLC",,9/17/2024,,,,,0,*MAIN,Main Warehouse,,,3,1572.14,0,0,0,0,1572.14,0,1152,0,,(UnAssigned),0,Y,R,Received,Y,NATE,9/12/2024,Call,N,Y,NATE,PO,PO,2024,9,2,Y,N,Y,INV017552343,"BOX PACKAGING, INC.",2650 GALVIN DR,,ELGIN,IL,60124,,,847-783-9000,,130,N,N,Best Way,P,0,0,0,"Florida Sales Unlimited, Inc.",545 E. 4th Street,,Jacksonville,FL,32206,,904-355-2033,9/12/2024 11:07:27 AM,NATE,9/12/2024 11:07:27 AM,NATE
215263,9/13/2024,AMSAN100,THE HOME DEPOT PRO INSTITUTIONAL,,9/17/2024,,,,,0,*MAIN,Main Warehouse,,,2,198.68,0,0,0,0,198.68,0,0,0,,(UnAssigned),0,Y,R,Received,Y,NATE,9/13/2024,EMail,N,Y,NATE,PO,PO,2024,9,2,Y,N,Y,825713605,THE HOME DEPOT PRO INSTITUTIONAL,4601 BULLS BAY HWY,,JACKSONVILLE,FL,32219,,BRIAN SEYMOUR,904-421-1400,,N30,N,N,Best Way,P,0,0,0,"Florida Sales Unlimited, Inc.",545 E. 4th Street,,Jacksonville,FL,32206,,904-355-2033,9/13/2024 2:40:13 PM,NATE,9/17/2024 1:12:40 PM,NATE
215265,9/16/2024,DADEP100,DADE PAPER,,9/17/2024,,,,,0,*MAIN,Main Warehouse,,,10,1654.73,0,0,0,0,1654.73,0,0,0,,(UnAssigned),0,Y,R,Received,Y,NATE,9/16/2024,EMail,N,Y,NATE,PO,PO,2024,9,2,Y,N,Y,35406756,DADE PAPER,4102 BULLS BAY HIGHWAY #7,,JACKSONVILLE,FL,32219,,,904-783-9490 - EXT 112,904-783-4181,N30,N,N,Best Way,P,200,0,0,"Florida Sales Unlimited, Inc.",545 E. 4th Street,,Jacksonville,FL,32206,,904-355-2033,9/16/2024 1:25:33 PM,NATE,9/17/2024 1:11:48 PM,NATE
215160,6/28/2024,LITTLE,"LITTLE AND CO., INC.",9/9/2024,9/16/2024,,,,,0,*MAIN,Main Warehouse,,,4,19006.2,0,0,0,0,19006.2,0,0,62675,,(UnAssigned),0,Y,R,Received,Y,JEFF,7/1/2024,EMail,N,Y,NATE,PO,PO,2024,9,2,Y,N,Y,61674,"LITTLE AND CO., INC.",P.O. BOX 1849,,EATON PARK,FL,33840-1849,,TOM HARMON,1-863-665-4887,1-561-547-8506,N30,N,N,Best Way,P,0,0,0,"Florida Sales Unlimited, Inc.",545 E. 4th Street,,Jacksonville,FL,32206,,904-355-2033,7/1/2024 2:19:37 PM,JEFF,7/1/2024 2:27:53 PM,JEFF
215225-2,8/13/2024,DADEP100,DADE PAPER,,9/16/2024,,,,,0,*MAIN,Main Warehouse,,,1,2285.36,0,0,0,0,2285.36,0,0,0,,(UnAssigned),0,N,R,Received,N,,8/13/2024,,N,Y,NATE,PO,PO,2024,9,2,Y,Y,Y,35414093,DADE PAPER,4102 BULLS BAY HIGHWAY #7,,JACKSONVILLE,FL,32219,,,904-783-9490 - EXT 112,904-783-4181,N30,N,N,Best Way,P,200,0,0,"Florida Sales Unlimited, Inc.",545 E. 4th Street,,Jacksonville,FL,32206,,904-355-2033,8/29/2024 11:46:15 PM,DBQ,,
215246,8/30/2024,AMSAN100,THE HOME DEPOT PRO INSTITUTIONAL,,9/16/2024,,,,,0,*MAIN,Main Warehouse,,,3,760.19,0,0,0,0,760.19,0,0,0,,(UnAssigned),0,Y,R,Received,Y,NATE,8/30/2024,EMail,N,Y,NATE,PO,PO,2024,9,2,Y,N,Y,824728125,THE HOME DEPOT PRO INSTITUTIONAL,4601 BULLS BAY HWY,,JACKSONVILLE,FL,32219,,BRIAN SEYMOUR,904-421-1400,,N30,N,N,Best Way,P,0,0,0,"Florida Sales Unlimited, Inc.",545 E. 4th Street,,Jacksonville,FL,32206,,904-355-2033,8/30/2024 10:28:02 AM,NATE,9/16/2024 9:11:15 AM,NATE
215257,9/10/2024,DADEP100,DADE PAPER,,9/16/2024,,,,,0,*MAIN,Main Warehouse,,,11,2691.5,0,0,0,0,2691.5,0,0,0,,(UnAssigned),0,Y,R,Received,Y,NATE,9/10/2024,EMail,N,Y,NATE,PO,PO,2024,9,2,Y,N,Y,35348566,DADE PAPER,4102 BULLS BAY HIGHWAY #7,,JACKSONVILLE,FL,32219,,,904-783-9490 - EXT 112,904-783-4181,N30,N,N,Best Way,P,200,0,0,"Florida Sales Unlimited, Inc.",545 E. 4th Street,,Jacksonville,FL,32206,,904-355-2033,9/10/2024 1:46:01 PM,NATE,9/16/2024 9:10:11 AM,NATE
215258,9/10/2024,AMSAN100,THE HOME DEPOT PRO INSTITUTIONAL,,9/16/2024,,,,,0,*MAIN,Main Warehouse,,,5,2601.68,0,0,0,0,2601.68,0,0,0,,(UnAssigned),0,Y,R,Received,Y,NATE,9/10/2024,EMail,N,Y,NATE,PO,PO,2024,9,2,Y,N,Y,824985261,THE HOME DEPOT PRO INSTITUTIONAL,4601 BULLS BAY HWY,,JACKSONVILLE,FL,32219,,BRIAN SEYMOUR,904-421-1400,,N30,N,N,Best Way,P,0,0,0,"Florida Sales Unlimited, Inc.",545 E. 4th Street,,Jacksonville,FL,32206,,904-355-2033,9/10/2024 1:47:27 PM,NATE,9/16/2024 9:11:55 AM,NATE
215259,9/11/2024,DADEP100,DADE PAPER,,9/16/2024,,,,,0,*MAIN,Main Warehouse,,,5,1005.19,0,0,0,0,1005.19,0,64,0,,(UnAssigned),0,Y,R,Received,Y,NATE,9/11/2024,EMail,N,Y,NATE,PO,PO,2024,9,2,Y,N,Y,35391599,DADE PAPER,4102 BULLS BAY HIGHWAY #7,,JACKSONVILLE,FL,32219,,,904-783-9490 - EXT 112,904-783-4181,N30,N,N,Best Way,P,200,0,0,"Florida Sales Unlimited, Inc.",545 E. 4th Street,,Jacksonville,FL,32206,,904-355-2033,9/11/2024 2:01:06 PM,NATE,9/16/2024 9:39:08 AM,NATE
215262,9/13/2024,DADEP100,DADE PAPER,,9/16/2024,,,,,0,*MAIN,Main Warehouse,,,1,300.1,0,0,0,0,300.1,0,0,0,,(UnAssigned),0,Y,R,Received,Y,NATE,9/13/2024,EMail,N,Y,NATE,PO,PO,2024,9,2,Y,N,Y,35391601,DADE PAPER,4102 BULLS BAY HIGHWAY #7,,JACKSONVILLE,FL,32219,,,904-783-9490 - EXT 112,904-783-4181,N30,N,N,Best Way,P,200,0,0,"Florida Sales Unlimited, Inc.",545 E. 4th Street,,Jacksonville,FL,32206,,904-355-2033,9/13/2024 2:39:32 PM,NATE,9/16/2024 9:38:40 AM,NATE
215224,8/13/2024,ELKAY100,ELKAY PLASTICS,,9/10/2024,,,,,0,*MAIN,Main Warehouse,,,1,3583.25,0,0,0,0,3583.25,0,0,0,,(UnAssigned),0,Y,R,Received,Y,NATE,8/13/2024,EMail,N,Y,NATE,PO,PO,2024,9,2,Y,N,Y,3890007,ELKAY PLASTICS,7515 HARTMAN INDUSTRIAL WAY,SUITE 200,AUSTELL,GA,30168,,NICOLE JUDKINS,1-800-842-2247,1-678-398-6904,N30,N,N,Best Way,P,0,0,0,"Florida Sales Unlimited, Inc.",545 E. 4th Street,,Jacksonville,FL,32206,,904-355-2033,8/13/2024 2:39:42 PM,NATE,8/13/2024 2:39:42 PM,NATE
215251,9/5/2024,BOXPAC,"BOX ACQUISITIONS, LLC",,9/10/2024,,,,,0,*MAIN,Main Warehouse,,,15,3992.45,0,0,0,0,3992.45,0,0,0,,(UnAssigned),0,Y,R,Received,Y,NATE,9/5/2024,Call,N,Y,NATE,PO,PO,2024,9,2,Y,N,Y,INV017515706,"BOX PACKAGING, INC.",2650 GALVIN DR,,ELGIN,IL,60124,,,847-783-9000,,130,N,N,Best Way,P,0,0,0,"Florida Sales Unlimited, Inc.",545 E. 4th Street,,Jacksonville,FL,32206,,904-355-2033,9/5/2024 1:16:18 PM,NATE,9/10/2024 11:08:58 AM,NATE
215253,9/5/2024,AMSAN100,THE HOME DEPOT PRO INSTITUTIONAL,,9/10/2024,,,,,0,*MAIN,Main Warehouse,,,2,797.3,0,0,0,0,797.3,0,0,0,,(UnAssigned),0,Y,R,Received,Y,NATE,9/5/2024,EMail,N,Y,NATE,PO,PO,2024,9,2,Y,N,Y,824200265,THE HOME DEPOT PRO INSTITUTIONAL,4601 BULLS BAY HWY,,JACKSONVILLE,FL,32219,,BRIAN SEYMOUR,904-421-1400,,N30,N,N,Best Way,P,0,0,0,"Florida Sales Unlimited, Inc.",545 E. 4th Street,,Jacksonville,FL,32206,,904-355-2033,9/5/2024 2:13:18 PM,NATE,9/5/2024 2:13:18 PM,NATE
215254,9/6/2024,DADEP100,DADE PAPER,,9/9/2024,,,,,0,*MAIN,Main Warehouse,,,4,716.94,0,0,0,0,716.94,0,0,0,,(UnAssigned),0,Y,R,Received,Y,NATE,9/6/2024,EMail,N,Y,JEFF,PO,PO,2024,9,2,Y,N,Y,35320817,DADE PAPER,4102 BULLS BAY HIGHWAY #7,,JACKSONVILLE,FL,32219,,,904-783-9490 - EXT 112,904-783-4181,N30,N,N,Best Way,P,200,0,0,"Florida Sales Unlimited, Inc.",545 E. 4th Street,,Jacksonville,FL,32206,,904-355-2033,9/6/2024 2:36:27 PM,NATE,9/6/2024 2:36:27 PM,NATE
215255,9/6/2024,AMSAN100,THE HOME DEPOT PRO INSTITUTIONAL,,9/9/2024,,,,,0,*MAIN,Main Warehouse,,,1,152.18,0,0,0,0,152.18,0,0,0,,(UnAssigned),0,Y,R,Received,Y,NATE,9/6/2024,EMail,N,Y,JEFF,PO,PO,2024,9,2,Y,N,Y,824466452,THE HOME DEPOT PRO INSTITUTIONAL,4601 BULLS BAY HWY,,JACKSONVILLE,FL,32219,,BRIAN SEYMOUR,904-421-1400,,N30,N,N,Best Way,P,0,0,0,"Florida Sales Unlimited, Inc.",545 E. 4th Street,,Jacksonville,FL,32206,,904-355-2033,9/6/2024 2:37:14 PM,NATE,9/6/2024 2:37:14 PM,NATE
215250,9/4/2024,AMSAN100,THE HOME DEPOT PRO INSTITUTIONAL,,9/6/2024,,,,,0,*MAIN,Main Warehouse,,,2,709.4,0,0,0,0,709.4,0,0,0,,(UnAssigned),0,Y,R,Received,Y,NATE,9/4/2024,EMail,N,Y,NATE,PO,PO,2024,9,2,Y,N,Y,823935176,THE HOME DEPOT PRO INSTITUTIONAL,4601 BULLS BAY HWY,,JACKSONVILLE,FL,32219,,BRIAN SEYMOUR,904-421-1400,,N30,N,N,Best Way,P,0,0,0,"Florida Sales Unlimited, Inc.",545 E. 4th Street,,Jacksonville,FL,32206,,904-355-2033,9/4/2024 2:39:45 PM,NATE,9/6/2024 9:50:53 AM,NATE
