VendorAcct,VendorGroupCode,VendorName,Address1,Address2,City,State,Zip,OfficePhone,OfficeFax,WebAddress,OfficeContact,OfficeContactEmailAddress,POContact,POContactEmailAddress,APContact,APContactEmailAddress,ServiceContact,ServiceContactEmailAddress,POVendorName,POAddress1,POAddress2,POCity,POState,POZip,CreditLimit,CreditComments1,CreditComments2,Exp1MajorAcct,Exp2MajorAcct,MinPOAmt,MinPOWgt,MinPOCubes,Terms,Carrier,TaxFlag,FrtPpdCol,CheckType,Eligible1099Flag,Comments1,Comments2,VCustAcctNum,LeadTimeDays,ReviewCycleDays,POIssueOption,Field1,Field2,YTDTotPurchases,CurBalance,AgeBal1,AgeBal2,AgeBal3,AgeBal4,AgeBal5,AgeBal6,PendingOrdersBal,AgeStatus,AgeDelinquentFlag,AgeDelinquentBal,AvePmtDays,FirstIssuePODate,LastIssuePODate,PONumber,LastAPInvcDate,LastAPPmtDate,SetupTimeStamp,SetupBy,LastModifyTimeStamp,LastModifyBy,ObsoleteFlag,VendorID
SAMGAR,PO,"S. GARTNER AND CO., INC.",P.O. BOX 2204,,JACKSONVILLE,FL,32203,904/354-7364,904-354-7365,,BRIAN,,BRIAN,,,,,,"S. GARTNER AND CO., INC.",P.O. BOX 2204,,JACKSONVILLE,FL,32203,0,,,1200,,0,0,0,N30,WILL CALL,N,P,OI,N,,,,10,0,Call,,,,0,0,0,0,0,0,0,0,Cur,N,0,0,,10/4/2006,,,11/28/2006,8/14/2009 1:37:11 PM,CMS,,,N,10188
SCHCAS,PO,SCHUMANN CASTERS AND,EQUIPMENT,P.O. BOX 2115,JACKSONVILLE,FL,32203,904/356-2849,,,,,,,,,,,SCHUMANN CASTERS AND,EQUIPMENT,P.O. BOX 2115,JACKSONVILLE,FL,32203,0,,,1200,,0,0,0,N30,PICKUP,N,P,OI,N,,,,4,0,Call,,,,0,0,0,0,0,0,0,0,Cur,N,0,30,1/25/2011,1/25/2011,201814,10/10/2011,11/7/2011,8/14/2009 1:37:11 PM,CMS,3/2/2015 4:21:51 PM,JACKIE,N,10189
SEAAIR,PO,SEALED AIR CORPORATION,P.O. BOX 277835,,ATLANTA,GA,30384,877-722-4774,864-371-6629,,JENNIFER,,STEVE,Steve.Kinsloe@sealedair.com,,,,,SEALED AIR CORPORATION,P.O. BOX 277835,,ATLANTA,GA,30384,0,,,1200,,0,0,0,N20,Best Way,N,P,OI,N,,,,0,0,Call,,,,0,0,0,0,0,0,0,0,Cur,N,0,26,1/12/2010,9/22/2010,201346,9/22/2010,10/14/2010,8/14/2009 1:37:11 PM,CMS,4/11/2012 11:38:11 AM,JACKIE,N,10190
SEEALL,PO,SEE ALL MFG. CO.,3623 SO.LAFLIN PLACE,,CHICAGO,IL,60609,800/873-1313,773-927-7742,,,,,,,,,,SEE ALL MFG. CO.,3623 SO.LAFLIN PLACE,,CHICAGO,IL,60609,0,,,1200,,0,0,0,N10,Best Way,N,P,OI,N,,,,7,14,Call,,,,0,0,0,0,0,0,0,0,Cur,N,0,0,,8/3/2009,,,5/26/2009,8/14/2009 1:37:11 PM,CMS,1/28/2011 11:34:48 AM,JOHN,N,10191
SEVCAL,PO,SEV CAL TOOL CO.,3231 SOUTH HALLADAY,,SANTA ANA,CA,92705,1-800-882-8822,1-714-540-4714,customerservice@sevcal.com,CUSTOMER,customerservice@sevcal.com,CUSTOMER,customerservice@sevcal.com,,,,,SEV CAL TOOL CO.,3231 SOUTH HALLADAY,,SANTA ANA,CA,92705,0,,,1200,,25,0,0,N30,Best Way,N,P,OI,N,,,,5,14,EMail,,,,0,0,0,0,0,0,0,0,Cur,N,0,29,9/25/2009,8/13/2014,207403,2/17/2014,3/15/2014,8/14/2009 1:37:11 PM,CMS,11/18/2013 1:33:29 PM,JOHN,N,10192
SHOAID,PO,SHOP-AID INC,C/O EAST CAMBRIDGE SAVING,292 CAMBRIDGE STR BOX 001,CAMBRIDGE,MA,2141,800/305-3002,781-932-3931,,,,,,,,,,SHOP-AID INC,50 HOLTON STREET,,WOBURN,MA,1801,0,,,1200,,50,0,0,N30,Best Way,N,P,OI,N,,,FLO01,5,21,Call,,,,0,0,0,0,0,0,0,0,Cur,N,0,39,2/24/2012,3/25/2013,204918,3/25/2013,4/30/2013,8/14/2009 1:37:11 PM,CMS,4/9/2012 11:21:08 AM,JACKIE,N,10193
SHUTAP,PO,"SHURTAPE TECHNOLOGIES,INC",P.O. BOX 100322,,ATLANTA,GA,30384,800/700-0201,800-335-7651,,JIM,,DODI,,,,,,"SHURTAPE TECHNOLOGIES,INC",P.O. BOX 65261,,CHARLOTTE,N.C,28265,0,,,1200,,0,0,0,N20,BEST WAY,N,P,OI,N,,,,10,0,Call,,,,0,0,0,0,0,0,0,0,Cur,N,0,0,,8/17/2006,,,10/6/2006,8/14/2009 1:37:12 PM,CMS,9/24/2009 11:58:18 AM,JACKIE,N,10194
SOUBRU,PO,CARLISLE FOODSERVICE,PRODUCTS,22926 NETWORK PLACE,CHICAGO,IL,60673,1-800-241-0005,1-405-475-5618,,,,,,,,,,CARLISLE FOODSERVICE,,1120 OAKLEIGH DRIVE,EAST POINT,GA,30344,0,,,1200,,0,0,0,CC,UPS,N,P,OI,N,ACCOUNT #80588530,,80588530,5,30,EMail,,,,0,0,0,0,0,0,0,0,Cur,N,0,8,9/30/2009,5/5/2016,209681,5/19/2016,5/19/2016,8/14/2009 1:37:12 PM,CMS,2/3/2016 10:41:43 AM,RANDY,N,10195
SPEIND,PO,SPENCE INDUSTRIAL SUPPLY,2019 WEST BEAVER STREET,,JACKSONVILLE,FL,32209,904/354-8020,904-354-8019,,,,,,,,,,SPENCE INDUSTRIAL SUPPLY,2019 WEST BEAVER STREET,,JACKSONVILLE,FL,32209,0,,,1200,,0,0,0,N30,WILL CALL,N,P,OI,N,,,,0,0,Call,,,,0,0,0,0,0,0,0,0,Cur,N,0,0,,8/23/2005,,,10/25/2005,8/14/2009 1:37:12 PM,CMS,,,N,10196
SPITEC,PO,SPILLTECH MANUFACTURING,BROOKLEY IND. COMPLEX,"1627 O""DONOGHUE ST.",MOBILE,AL,36615,251-694-0102,1-800-872-3764,,,,MARCI,,,,,,SPILLTECH MANUFACTURING,5440 McGINNIS VILLAGE PL,SUITE 102,ALPHARETTA,GA,30005,0,,,1200,,50,0,0,N30,Best Way,N,P,OI,N,,,101396,5,14,Call,,,,0,0,0,0,0,0,0,0,Cur,N,0,29,10/5/2009,9/15/2015,208981,9/16/2015,10/9/2015,8/14/2009 1:37:12 PM,CMS,12/28/2015 9:03:52 AM,STEVE,N,10197
STANPA,AP,ACTIVANT,P.O. BOX 671069,,DALLAS,TX,75267,800/487-7721,860-668-3001,,,,,,,,,,ACTIVANT,SUITE 301,SUFFIELD VILLAGE,SUFFIELD,CT,6078,0,,,1200,,0,0,0,N20,Best Way,N,P,OI,N,,,,0,0,Call,,,,0,0,0,0,0,0,0,0,Cur,N,0,30,,,,,9/24/2009,8/14/2009 1:37:12 PM,CMS,8/25/2009 3:50:18 PM,JACKIE,N,10198
STOROP,PO,"STOROPACK, INC.",,"DEPT C, LOCATION 00207",CINCINNATI,OH,45264,1-800-827-7225,1-888-874-3181,WWW.STOROPACK.COM,kay,kay.carrier@storopack.com,kay,kay.carrier@storopack.com,,,,,"STOROPACK, INC.",,"DEPT C, LOCATION 00207",CINCINNATI,OH,45264,0,,,1200,,3500,0,0,N30,BEST WAY,N,P,OI,N,,,,3,7,EMail,,,-2544.64,3136.92,2344.03,0,0,0,0,792.89,0,Del,Y,792.89,9,9/16/2009,3/25/2026,216060,4/7/2026,3/26/2026,8/14/2009 1:37:12 PM,CMS,7/14/2025 1:56:28 PM,JEFF,N,10199
STRASS,PO,STRETCH ASSOCIATES,P.O. BOX 4085,,ANDERSON,SC,29622,864/231-7348,864-226-3907,,JERRY,,JERRY,,,,,,STRETCH ASSOCIATES,P.O. BOX 4085,,ANDERSON,SC,29622,0,,,1200,,0,0,0,N30,Best Way,N,P,OI,N,,,,0,0,Call,,,,0,0,0,0,0,0,0,0,Cur,N,0,0,,,,,1/22/2002,8/14/2009 1:37:13 PM,CMS,,,N,10200
STRPRO,PO,STRAPPING PRODUCTS,6593 Powers Ave.,,JACKSONVILLE,FL,32217,904-783-2560,904-783-3931,,BILL/MIKE,,BILL/MIKE,,,,,,STRAPPING PRODUCTS,6593 Powers Ave.,,JACKSONVILLE,FL,32217,0,,,1200,,0,0,0,N30,Best Way,N,P,OI,N,,,,0,0,Call,,,,0,0,0,0,0,0,0,0,Cur,N,0,14,10/16/2009,2/27/2019,212136,3/6/2019,3/29/2019,8/14/2009 1:37:13 PM,CMS,3/12/2018 3:06:08 PM,PETE,N,10201
SUNBAT,AP,SUNN BATTERY,,1316 W. ADAMS STREET,JACKSONVILLE,FL,32204,904/354-4508,904-358-7753,,,,,,,,,,SUNN BATTERY,,1316 W. ADAMS STREET,JACKSONVILLE,FL,32204,0,,,1200,,0,0,0,CC,PICKUP,N,P,OI,N,,,,1,0,Call,,,,0,0,0,0,0,0,0,0,Cur,N,0,17,10/8/2009,12/20/2018,212025,12/20/2018,1/24/2019,8/14/2009 1:37:13 PM,CMS,5/25/2016 12:05:53 PM,PETE,N,10202
SYFUSA,PO,Intertape Polymer Group,P.O. BOX 896005,,CHARLOTTE,NC,28289,1-877-792-2547,1-888-430-5394,,RAMY,RAMYD@SYFANUSA.COM,CINDY,CPeaks@itape.com,,,,,SYFAN,1622 TWIN BRIDGES RD,P.O. BOX 203,EVERETTS,NC,27825,0,,,1200,,0,0,0,N20,BEST WAY,N,P,OI,N,,,,10,30,EMail,,,,0,0,0,0,0,0,0,0,Cur,N,0,34,9/29/2009,12/7/2023,214829,1/1/2024,8/12/2025,8/14/2009 1:37:13 PM,CMS,7/5/2022 8:02:50 AM,NATE,N,10203
T&TMAN,PO,"T&T MANUFACTURING, INC.",,P.O. BOX 37231,JACKSONVILLE,FL,32236,904/786-0027,904-786-0240,,KIM/KATHY,,KIM/KATHY,,,,,,"T&T MANUFACTURING, INC.",,5901 WEST BEAVER STREET,JACKSONVILLE,FL,32254,0,,,1200,,0,0,0,N30,PICKUP,N,P,OI,N,,,,14,30,Call,,,,0,0,0,0,0,0,0,0,Cur,N,0,22,9/14/2009,11/5/2014,207748,11/6/2014,11/21/2014,8/14/2009 1:37:13 PM,CMS,9/18/2009 10:45:50 AM,JACKIE,N,10204
TADMET,PO,TAD METALS INC.SOUTHEAST,P.O. BOX 530684,,ATLANTA,GA,30353,904/632-1221,904-632-2138,,JULIE,,JULIE,,,,,,TAD METALS INC.SOUTHEAST,P.O.BOX 12248,4130 N.CANAL STREET,JACKSONVILLE,FL,32209,0,,,1200,,0,0,0,N30,Best Way,N,P,OI,N,,,,0,0,Call,,,,0,0,0,0,0,0,0,0,Cur,N,0,0,,11/4/2004,,,1/7/2005,8/14/2009 1:37:13 PM,CMS,,,N,10205
TAPPAK,PO,TAPE PACK INC.,371 GEES MILL BUSINESS,PKWY #900,CONYERS,GA,30013,800-879-8375,1-770-760-7276,,DIANA,,DIANA,,,,,,TAPE PACK INC.,371 GEES MILL BUSINESS,PKWY #900,CONYERS,GA,30013,0,,,1200,,0,0,0,N20,BEST WAY,N,P,OI,N,,,,0,0,Call,,,,0,0,0,0,0,0,0,0,Cur,N,0,33,9/23/2009,7/24/2015,208814,1/19/2010,2/12/2010,8/14/2009 1:37:13 PM,CMS,7/3/2013 8:59:09 AM,JOHN,N,10206
TASCO,PO,TEXAS AMERICAN SAFETY CO,4400 DANHILL DRIVE,,BROWNWOOD,TX,76801,1-800-646-5346,1-325-646-3790,,,,,,,,,,TEXAS AMERICAN SAFETY CO,4400 DANHILL DRIVE,,BROWNWOOD,TX,76801,0,,,1200,,0,0,0,CC,Best Way,N,P,OI,N,,,,0,0,Call,,,,0,0,0,0,0,0,0,0,Cur,N,0,0,10/27/2009,1/3/2013,204591,1/3/2013,1/4/2013,8/14/2009 1:37:14 PM,CMS,7/23/2012 9:25:41 AM,JACKIE,N,10207
TECEDG,PO,TECHNI EDGE MANUFACTURING,389 LIBERTY STREET,,LITTLE FERRY,NJ,7643,888/764-7487,800-641-0835,,KRISTA,,KRISTA,,,,,,TECHNI EDGE MANUFACTURING,389 LIBERTY STREET,,LITTLE FERRY,NJ,7643,0,,,1200,,50,0,0,N30,BEST WAY,N,P,OI,N,,,,5,30,Call,,,,0,0,0,0,0,0,0,0,Cur,N,0,0,,8/13/2007,,,9/27/2007,8/14/2009 1:37:14 PM,CMS,9/18/2009 9:28:05 AM,JOHN,N,10208
TESTAP,PO,TESA TAPE INC.,P.O. BOX 75331,,CHARLOTTE,NC,28275,800/426-2181,800-852-8831,,JAY,,JAY,,,,,,TESA TAPE INC.,P.O. BOX 75331,,CHARLOTTE,NC,28275,0,,,1200,,0,0,0,CC,BEST WAY,N,P,OI,N,,,,5,30,Call,,,,0,0,0,0,0,0,0,0,Cur,N,0,30,12/15/2009,3/4/2014,206670,3/6/2014,3/23/2014,8/14/2009 1:37:14 PM,CMS,1/3/2013 9:01:44 AM,JACKIE,N,10209
TEXPNE,PO,"TEXAS PNEUMATIC TOOLS,INC",1315 REDGATE AVENUE,,NORFOLK,VA,23507,800/626-1091,800-227-1355,,,,,,,,,,"TEXAS PNEUMATIC TOOLS,INC",1315 REDGATE AVENUE,,NORFOLK,VA,23507,0,,,1200,,0,0,0,N20,Best Way,N,P,OI,N,,,,5,60,Call,,,,0,0,0,0,0,0,0,0,Cur,N,0,0,,2/28/2008,,,3/4/2008,8/14/2009 1:37:14 PM,CMS,9/18/2009 9:28:44 AM,JOHN,N,10210
THOREP,AP,THOMPSON REPAIR,4857 DIGNAN STREET,,JACKSONVILLE,FL,32254,904/384-5175,904-384-4033,,,,PAUL,,,,,,THOMPSON REPAIR,4857 DIGNAN STREET,,JACKSONVILLE,FL,32254,0,,,1200,,0,0,0,N30,Best Way,N,P,OI,N,,,,0,0,Call,,,,0,0,0,0,0,0,0,0,Cur,N,0,0,,3/11/2005,,,4/19/2005,8/14/2009 1:37:14 PM,CMS,8/25/2009 4:25:25 PM,JACKIE,N,10211
TOPSAF,PO,TOP SAFETY PRODUCTS,160 MEISTER AVE.SUITE 16,,BRANCHBURG,NJ,8876,908/707-8680,908-707-8326,,,,,,,,,,TOP SAFETY PRODUCTS,160 MEISTER AVE.SUITE 16,,BRANCHBURG,NJ,8876,0,,,1200,,0,0,0,N30,Best Way,N,P,OI,N,,,,5,30,Call,,,,0,0,0,0,0,0,0,0,Cur,N,0,1,6/21/2010,12/6/2013,206257,12/9/2013,12/14/2013,8/14/2009 1:37:14 PM,CMS,7/20/2011 3:24:37 PM,JOHN,N,10212
TRIMAN,PO,TRICO MANUFACTURING,1235 HICKORY STREET,,PEWAUKEE,WI,53072,,,,,,,,,,,,TRICO MANUFACTURING,1235 HICKORY STREET,,PEAWAUKEE,WI,53072,0,,,1200,,0,0,0,N30,Best Way,N,P,OI,N,,,,5,30,Call,,,,0,0,0,0,0,0,0,0,Cur,N,0,0,,10/4/2006,,,11/28/2006,8/14/2009 1:37:14 PM,CMS,9/18/2009 9:29:45 AM,JOHN,N,10213
TYLTAP,PO,A&M TAPE & PACKAGING,P.O. BOX 451237,,SUNRISE,FL,33345,1-800-231-8806,1-954-572-8902,,BRENDA,,JANICE,janice@tylertapes.com,,,,,A&M TAPE & PACKAGING,5201 NOB HILL ROAD,,SUNRISE,FL,33351,0,,,1200,,0,0,0,N20,BEST WAY,N,P,OI,N,,,,10,0,Call,,,,0,0,0,0,0,0,0,0,Cur,N,0,14,8/30/2010,10/28/2016,210188,11/14/2016,11/23/2016,8/14/2009 1:37:15 PM,CMS,9/18/2013 2:33:07 PM,JOHN,N,10214
U.P.S.,AP,UNITED PARCEL SERVICE,,P.O. BOX 7247-0244,PHILADELPHIA,PA,19170,800-742-5877,,,,,,,,,,,UNITED PARCEL SERVICE,,P.O. BOX 7247-0244,PHILADELPHIA,PA,19170,0,,,6570,,0,0,0,N10,Best Way,N,P,OI,N,Acct #3889E2,,,0,0,Call,,,,0,0,0,0,0,0,0,0,Cur,N,0,1,,,,10/7/2019,10/11/2019,8/14/2009 1:37:15 PM,CMS,3/28/2013 2:28:05 PM,LILA,N,10215
ULINE,PO,ULINE,ATTN: ACCOUNTS RECEIVABLE,PO BOX  88741,CHICAGO,IL,60680-1741,800-295-5510,800-295-5571,,Customer,,Customer,,Customer,,,,ULINE,ATTN: ACCOUNTS RECEIVABLE,2200 S. LAKESIDE DR,WAUKEGAN,IL,60085,0,,,1200,,0,0,0,N20,Best Way,N,P,OI,N,ACCOUNT # 1162515,,,0,0,Call,,,353.87,0,0,0,0,0,0,0,0,Cur,N,0,18,12/4/2009,8/4/2021,213549,1/7/2026,3/18/2026,8/14/2009 1:37:15 PM,CMS,12/2/2013 2:16:51 PM,JOHN,N,10216
ULTRIB,AP,"ALLSTATE IMAGING, INC.",21621 NORDHOFF STREET,,CHATSWORTH,CA,91311,888/999-2007,,,PAUL,,ROBERT,,,,,,"ALLSTATE IMAGING, INC.",21621 NORDHOFF STREET,,CHATSWORTH,CA,91311,0,,,1200,,0,0,0,N10,BEST WAY,N,P,OI,N,,,,5,0,Call,,,,0,0,0,0,0,0,0,0,Cur,N,0,0,,,,,2/4/2009,8/14/2009 1:37:15 PM,CMS,8/25/2009 4:16:24 PM,JACKIE,N,10217
UNGER,PO,UNGER,P.O. BOX 15291,,NEWARK,NJ,7192,800/431-2324,800-367-1988,,FELICIA,,CHAD,,,,,,UNGER,425 ASYLUM STREET,,BRIDGEPORT,CT,6610,0,,,1200,,0,0,0,N10,Best Way,N,P,OI,N,,,,0,0,Call,,,,0,0,0,0,0,0,0,0,Cur,N,0,0,,3/12/2003,,,,8/14/2009 1:37:15 PM,CMS,5/1/2013 9:20:20 AM,JOHN,N,10218
UNIFAC,PO,UNITED STATIONERS,FINANCIAL SERVICES LLC,P.O. BOX 7780-1724,PHILADELPHIA,PA,19182,800/733-4000,800-733-4303,,,,,,,,,,UNITED STATIONERS,2200 EAST GULF ROAD,,DES PLAINES,IL,60016,0,,,1200,,0,0,0,N30,WILL CALL,N,P,OI,N,,,,2,0,Call,,,,0,0,0,0,0,0,0,0,Cur,N,0,25,4/2/2015,4/2/2015,208356,8/27/2015,9/11/2015,8/14/2009 1:37:15 PM,CMS,9/8/2015 2:54:16 PM,STEVE,N,10219
UNILAB,PO,UNITED LABEL,,12900 BEREA ROAD,CLEVELAND,OH,44111,800/726-5153,216-226-9007,,ABBY,,ABBY,,,,,,UNITED LABEL,,12900 BEREA ROAD,CLEVELAND,OH,44111,0,,,1200,,0,0,0,N30,UPS,N,P,OI,N,,,,5,0,Call,,,,0,0,0,0,0,0,0,0,Cur,N,0,27,11/10/2009,2/21/2014,206628,2/26/2014,3/23/2014,8/14/2009 1:37:16 PM,CMS,9/7/2011 10:30:43 AM,SUE,N,10220
UNISOU,PO,VERITIV OPERATING COMPANY,ATTN: ACCOUNTS RECEIVABLE,P.O. BOX 409884,ATLANTA,GA,30384,1-866-758-4257,630-875-7802 Tressa Direct,https://commerce.unisourcelink.com/login.html,ASHLEY,Ashley.Anderson@VERITIVCORP.COM,ROBIN,Robin.Horton@veritivcorp.com,ASHLEY,Ashley.Anderson@VERITIVCORP.COM,,,VERITIV OPERATING COMPANY,7735 WESTSIDE INDUSTRIAL DR,,JAX,FL,32219,0,,,1200,,1000,0,0,CC,THEIR TRUCK/PICKUP,N,P,OI,N,ACCT # 148570,,,3,7,EMail,,,,0,0,0,0,0,0,0,0,Cur,N,0,11,9/14/2009,7/6/2023,214635,9/12/2023,11/22/2023,8/14/2009 1:37:16 PM,CMS,9/26/2023 8:37:09 AM,NATE,N,10221
UNISTR,PO,UNIVERSAL STRAPPING CORP.,,630 CORPORATE WAY,VALLEY COTTAGE,NY,10989,800/872-1680,845-268-7999,,SAUL,,SAUL,,,,,,UNIVERSAL STRAPPING CORP.,,630 CORPORATE WAY,VALLEY COTTAGE,NY,10989,0,,,1200,,0,0,0,N30,BEST WAY,N,P,OI,N,,,,5,0,Call,,,,0,0,0,0,0,0,0,0,Cur,N,0,0,,4/5/2002,,,5/15/2002,8/14/2009 1:37:16 PM,CMS,,,N,10222
UNVSOU,PO,UNIVERSAL-SOUTHERN CORP.,P.O.BOX 10484,3755 GRANT ROAD,JACKSONVILLE,FL,32207,904/399-1244,904-396-6865,,MELODY,,MELODY,,,,,,UNIVERSAL-SOUTHERN CORP.,P.O.BOX 10484,3755 GRANT ROAD,JACKSONVILLE,FL,32207,0,,,1200,,0,0,0,N30,Best Way,N,P,OI,N,,,,2,14,Call,,,,0,0,0,0,0,0,0,0,Cur,N,0,21,10/7/2009,5/20/2014,207052-1,7/9/2014,7/21/2014,8/14/2009 1:37:16 PM,CMS,9/26/2012 8:21:43 AM,JACKIE,N,10223
VESMAN,PO,VESTIL MANUFACTURING CO.,P.O. BOX 507,,ANGOLA,IN,46703,800/348-0868,260-665-1339,,,,,,,,,,VESTIL MANUFACTURING CO.,P.O. BOX 507,,ANGOLA,IN,46703,0,,,1200,,0,0,0,N30,BEST WAY,N,P,OI,N,,,,5,0,Call,,,,0,0,0,0,0,0,0,0,Cur,N,0,39,1/8/2010,11/1/2012,204351,11/6/2012,12/13/2012,8/14/2009 1:37:16 PM,CMS,11/1/2012 4:10:53 PM,JACKIE,N,10224
VI-CAS,PO,VI-CAS MFG. COMPANY,8407 MONROE AVE.,,CINCINNATI,OH,45236,513-791-7741,,,,,,,,,,,VI-CAS MFG. COMPANY,8407 MONROE AVE.,,CINCINNATI,OH,45236,0,,,1200,,10,0,0,CC,Best Way,N,P,OI,N,,,,5,60,Call,,,,0,0,0,0,0,0,0,0,Cur,N,0,1,10/25/2010,8/15/2013,205604,8/21/2013,8/24/2013,8/14/2009 1:37:16 PM,CMS,8/15/2013 1:10:56 PM,JOHN,N,10225
VIRMAN,PO,VIRCO MANUFACTURING CORP.,,P.O. BOX 5000,CONWAY,ARK,72033,800-448-4726,800-396-8232,,SCOTT,,SCOTT,,,,,,VIRCO MANUFACTURING CORP.,,P.O. BOX 5000,CONWAY,ARK,72033,0,,,1200,,0,0,0,N30,BEST WAY,N,P,OI,N,,,,10,0,Call,,,,0,0,0,0,0,0,0,0,Cur,N,0,0,,9/17/2002,,,11/19/2002,8/14/2009 1:37:16 PM,CMS,8/30/2010 9:23:21 AM,JACKIE,N,10226
VIRT'S,PO,VIRGINIA T'S,7660 GAINESVILLE AVENUE,,JACKSONVILLE,FL,32208,800/289-8099,,,,,,,,,,,VIRGINIA T'S,7660 GAINESVILLE AVENUE,,JACKSONVILLE,FL,32208,0,,,1200,,0,0,0,COD,PICKUP,N,P,OI,N,,,,3,0,Call,,,,0,0,0,0,0,0,0,0,Cur,N,0,0,11/20/2009,11/20/2009,200252,11/20/2009,11/20/2009,8/14/2009 1:37:17 PM,CMS,8/25/2009 4:25:51 PM,JACKIE,N,10227
WACO,PO,WACO,,P.O. BOX 57171,PHILADELPHIA,PA,19111,904/731-8496,904-733-2293,,,,,,,,,,WACO,,11471 COLUMBIA PARK DR W,JACKSONVILLE,FL,32256,0,,,1200,,0,0,0,N30,WILL CALL,N,P,OI,N,,,,2,0,Call,,,,0,0,0,0,0,0,0,0,Cur,N,0,0,,10/27/2008,,,12/8/2008,8/14/2009 1:37:17 PM,CMS,2/8/2012 8:43:34 AM,JOHN,N,10228
WESPLA,PO,WESTERN PLASTICS,P.O. BOX 1636,,CALHOUN,GA,30703,800/752-4106,706-625-0003,,purchase,MKNAPP@wplastics.com,michelle,mknapp@wplastics.com,,,,,WESTERN PLASTICS,P.O. BOX 1636,,CALHOUN,GA,30703,0,,,1200,,0,0,0,CC,Best Way,N,P,OI,N,ACCT # 10473,,,0,0,EMail,,,6128.87,6128.87,0,0,6128.87,0,0,0,21565.5,Del,Y,6128.87,4,10/28/2010,3/27/2026,216064,3/2/2026,2/25/2026,8/14/2009 1:37:17 PM,CMS,11/17/2022 10:26:32 AM,JEFF,N,10229
WHIMAC,PO,WHITSIDE MACHINE COMPANY,,4506 SHOOK ROAD,CLAREMONT,NC,28610,800/225-3982,828-459-1252,,KATHY,,KATHY,,,,,,WHITSIDE MACHINE COMPANY,,4506 SHOOK ROAD,CLAREMONT,NC,28610,0,,,1200,,0,0,0,N30,BEST WAY,N,P,OI,N,,,,10,90,Call,,,,0,0,0,0,0,0,0,0,Cur,N,0,0,,8/13/2007,,,9/27/2007,8/14/2009 1:37:17 PM,CMS,9/18/2009 9:37:01 AM,JOHN,N,10230
WIDELL,PO,WIDELL INDUSTRIES INC.,6622 INDUSTRIAL AVE.,,PORT RICHEY,FL,34668,800/237-5963,800-848-6363,,,,,,,,,,WIDELL INDUSTRIES INC.,6622 INDUSTRIAL AVE.,,PORT RICHEY,FL,34668,0,,,1200,,0,0,0,N30,Best Way,N,P,OI,N,,,,5,120,Call,,,,0,0,0,0,0,0,0,0,Cur,N,0,0,,11/28/2005,,,12/1/2005,8/14/2009 1:37:17 PM,CMS,9/18/2009 9:37:26 AM,JOHN,N,10231
WILIND,PO,ENTERPRISE GROUP,,P.O. BOX 281580,ATLANTA,GA,30384,1-800-458-4640,1-800-768-1070,,AMANDA,,,,SANDY,,,,G&C CARTAGE INC.,6801 WEST 12TH STREET,PHONE #783-6029,JACKSONVILLE,FL,32254,0,,,1200,,0,0,20,N20,BEST WAY,N,P,OI,N,ACCT # 512527,,,3,0,Call,,,,0,0,0,0,0,0,0,0,Cur,N,0,17,5/14/2010,4/16/2015,208395,4/16/2015,5/8/2015,8/14/2009 1:37:17 PM,CMS,12/28/2015 3:09:14 PM,STEVE,N,10232
WLFULL,PO,W.L. FULLER CO. INC.,P.O. BOX 8767,,WARWICK,RI,2888,401/467-2900,401-467-2905,,,,,,,,,,W.L. FULLER CO. INC.,P.O. BOX 8767,,WARWICK,RI,2888,0,,,1200,,0,0,0,N30,BEST WAY,N,P,OI,N,,,,10,30,Call,,,,0,0,0,0,0,0,0,0,Cur,N,0,0,,8/13/2007,,,9/27/2007,8/14/2009 1:37:17 PM,CMS,9/18/2009 9:36:33 AM,JOHN,N,10233
WORDEN,PO,WORDEN SAFETY PRODUCTS,P.O.BOX 970,1548 BURDEN LAKE RD,AVERILL PARK,NY,12018,800/424-6257,800-9246257,,,,,,,,,,WORDEN SAFETY PRODUCTS,P.O.BOX 970,1548 BURDEN LAKE RD,AVERILL PARK,NY,12018,0,,,1200,,0,0,0,N30,Best Way,N,P,OI,N,,,,8,45,Call,,,,0,0,0,0,0,0,0,0,Cur,N,0,0,,5/28/2008,,3/16/2016,7/2/2008,8/14/2009 1:37:18 PM,CMS,9/18/2009 9:38:03 AM,JOHN,N,10234
WSI,PO,WSI INTELLIGENT SOLUTIONS,P.O. BOX 12287,,GREER,SC,29612,1-888-339-0217,1-864-281-0311,,BILLY,,CUSTOMER,,,,,,WSI INTELLIGENT SOLUTIONS,2720 EAST PHILLIPS ROAD,,GREER,SC,29650,0,,,1200,,0,0,0,CC,Best Way,N,P,OI,N,,,,0,0,Call,,,,0,0,0,0,0,0,0,0,Cur,N,0,23,10/6/2009,9/8/2014,207527,9/25/2014,7/23/2014,8/14/2009 1:37:18 PM,CMS,1/17/2014 1:37:01 PM,JOHN,N,10235
